cust_id;acct_nbr;credit_limit;credit_rating;account_active;acct_start_date;acct_end_date;starting_balance;ending_balance
1363335;4561143213633350;1000;0;Y ;12.7.1994;NULL;134.18;806.94
1362969;4561143213629690;3800;0;Y ;14.8.1992;NULL;2558.49;3800.00
1363192;4561143213631920;1000;0;Y ;14.8.1992;NULL;339.72;1000.00
1363438;4561143213634380;3000;0;Y ;16.7.1994;NULL;1018.92;684.30
1362784;4561143213627840;2800;0;Y ;23.3.1992;NULL;2555.71;2764.67
1363295;4561143213632950;1000;0;Y ;3.5.1989;NULL;969.91;1000.00
1363253;4561143213632530;2000;0;Y ;7.3.1993;NULL;1688.39;2000.00
1362683;4561143213626830;6600;0;Y ;15.9.1992;NULL;2896.67;5359.08
1362641;4561143213626410;3000;0;Y ;28.11.1988;NULL;502.37;172.99
1362805;4561143213628050;1000;2;Y ;3.1.1987;NULL;282.88;300.00
1362763;4561143213627630;1100;0;Y ;21.6.1995;NULL;0.00;160.00
1363457;4561143213634570;13000;0;Y ;23.4.1988;NULL;3028.68;4626.88
1363232;4561143213632320;1000;0;Y ;19.8.1995;NULL;0.00;1000.00
1362580;4561143213625800;1500;0;Y ;30.3.1992;NULL;448.96;1500.00
1363354;4561143213633540;3000;0;Y ;18.1.1991;NULL;2718.93;3000.00
1362845;4561143213628450;3700;2;N ;29.12.1993;14.12.1995;3691.23;20.00
1362742;4561143213627420;3000;0;Y ;23.6.1994;NULL;2540.56;15.74
1363314;4561143213633140;3000;0;Y ;8.2.1991;NULL;2393.16;366.31
1363211;4561143213632110;2200;0;N ;11.8.1992;19.12.1995;1724.93;112.99
1363171;4561143213631710;1800;0;Y ;23.8.1987;NULL;1396.70;1800.00
1363068;4561143213630680;2900;0;N ;19.11.1991;1.11.1995;2143.15;20.00
1362824;4561143213628240;10400;0;Y ;23.9.1993;NULL;10593.21;959.72
1362925;4561143213629250;1000;0;Y ;20.4.1993;NULL;264.68;602.03
1363272;4561143213632720;3400;7;Y ;11.8.1995;NULL;0.00;1016.12
1363394;4561143213633940;1000;0;Y ;9.6.1995;NULL;0.00;1000.00
1362864;4561143213628640;1000;0;Y ;20.9.1995;NULL;0.00;0.00
1362782;4561143213627820;1500;0;Y ;2.6.1994;NULL;216.82;1136.06
1363129;4561143213631290;3000;0;Y ;21.4.1995;NULL;0.00;335.42
1363108;4561143213631080;1400;4;Y ;30.6.1994;NULL;1149.32;458.67
1362721;4561143213627210;1000;0;Y ;17.10.1995;NULL;0.00;1000.00
1362904;4561143213629040;3000;0;Y ;18.9.1990;NULL;1445.69;679.69
1362986;4561143213629860;2100;0;Y ;4.3.1995;NULL;0.00;1932.10
1362761;4561143213627610;1000;0;Y ;21.3.1994;NULL;780.93;0.00
1363455;4561143213634550;5600;0;Y ;19.11.1995;NULL;0.00;5192.98
1362822;4561143213628220;1000;0;Y ;18.11.1995;NULL;0.00;1000.00
1362578;4561143213625780;3000;0;Y ;11.7.1993;NULL;136.14;731.20
1363087;4561143213630870;1000;0;Y ;4.9.1993;NULL;91.29;1000.00
1363312;4561143213633120;4400;0;Y ;22.9.1995;NULL;0.00;4400.00
1363352;4561143213633520;1000;0;Y ;14.3.1994;NULL;700.99;906.54
1362700;4561143213627000;1000;0;Y ;14.2.1990;NULL;369.78;107.40
1363209;4561143213632090;1600;0;Y ;3.2.1986;NULL;1523.62;1600.00
1363169;4561143213631690;3000;0;Y ;12.11.1991;NULL;1729.57;0.00
1362801;4561143213628010;1000;0;Y ;28.2.1994;NULL;393.80;45.23
1362557;4561143213625570;1000;0;Y ;10.11.1995;NULL;0.00;1000.00
1362658;4561143213626580;6800;0;Y ;21.2.1991;NULL;4414.23;0.00
1363026;4561143213630260;2500;0;Y ;8.6.1991;NULL;1421.82;2500.00
1363127;4561143213631270;1000;0;Y ;30.1.1994;NULL;825.68;305.79
1363291;4561143213632910;5200;0;Y ;4.6.1995;NULL;0.00;5014.14
1363392;4561143213633920;1000;0;Y ;19.12.1993;NULL;834.77;1000.00
1362883;4561143213628830;1000;10;Y ;23.7.1995;NULL;0.00;983.06
1363249;4561143213632490;3100;2;Y ;18.4.1993;NULL;2615.76;3082.05
1362740;4561143213627400;3000;0;Y ;29.5.1994;NULL;1563.83;1121.88
1362637;4561143213626370;1200;0;Y ;11.6.1995;NULL;0.00;1200.00
1363474;4561143213634740;1000;0;Y ;30.6.1995;NULL;0.00;702.74
1362820;4561143213628200;6500;0;Y ;30.11.1992;NULL;4011.25;4231.59
1362597;4561143213625970;1000;0;Y ;1.10.1993;NULL;939.06;442.72
1363268;4561143213632680;1800;0;Y ;25.6.1989;NULL;1873.47;1800.00
1363331;4561143213633310;7800;0;Y ;24.7.1992;NULL;7574.56;2264.61
1362656;4561143213626560;1000;0;Y ;23.9.1993;NULL;893.25;445.22
1362902;4561143213629020;1000;0;Y ;11.11.1990;NULL;273.45;346.97
1363390;4561143213633900;3000;0;Y ;6.4.1995;NULL;0.00;1860.67
1362698;4561143213626980;2500;0;Y ;27.11.1993;NULL;2152.86;2500.00
1363247;4561143213632470;3000;0;Y ;14.8.1991;NULL;105.30;3000.00
1362759;4561143213627590;1400;0;Y ;24.5.1990;NULL;1320.06;835.19
1362839;4561143213628390;6500;0;Y ;1.6.1992;NULL;3640.88;3783.62
1363493;4561143213634930;1500;0;Y ;10.7.1995;NULL;0.00;0.00
1362492;4561143213624920;2000;0;Y ;9.8.1995;NULL;0.00;2000.00
1362881;4561143213628810;1000;0;Y ;31.8.1991;NULL;490.96;440.26
1362961;4561143213629610;1000;0;Y ;18.7.1994;NULL;473.10;1000.00
1363146;4561143213631460;3000;0;Y ;8.2.1991;NULL;2782.38;0.00
1363287;4561143213632870;1000;0;Y ;28.9.1992;NULL;719.04;991.56
1363207;4561143213632070;1000;0;Y ;9.2.1994;NULL;886.67;777.00
1363083;4561143213630830;1100;0;Y ;7.3.1995;NULL;0.00;969.94
1362921;4561143213629210;3000;0;Y ;23.5.1994;NULL;2273.20;81.68
1362675;4561143213626750;1000;0;Y ;17.11.1993;NULL;153.26;911.38
1362717;4561143213627170;1000;0;Y ;24.10.1995;NULL;0.00;1000.00
1362940;4561143213629400;1000;0;Y ;6.4.1994;NULL;73.17;41.22
1362574;4561143213625740;1300;0;Y ;30.5.1995;NULL;0.00;1300.00
1363409;4561143213634090;1000;0;Y ;1.9.1993;NULL;977.54;160.42
1363043;4561143213630430;1000;0;Y ;4.10.1994;NULL;471.22;1000.00
1362797;4561143213627970;1000;0;Y ;11.5.1994;NULL;111.07;100.00
1363308;4561143213633080;4100;0;N ;10.8.1994;15.4.1995;2794.47;498.06
1363266;4561143213632660;1000;5;Y ;24.2.1995;NULL;0.00;994.65
1363165;4561143213631650;1000;1;Y ;10.9.1989;NULL;261.21;429.34
1362858;4561143213628580;9000;0;Y ;5.1.1995;NULL;0.00;708.20
1363022;4561143213630220;4000;0;Y ;1.2.1995;NULL;0.00;604.65
1363123;4561143213631230;2800;0;Y ;25.2.1994;NULL;1766.88;2800.00
1363348;4561143213633480;1800;0;Y ;18.2.1991;NULL;232.29;1800.00
1362511;4561143213625110;3000;0;Y ;23.4.1995;NULL;0.00;904.93
1362736;4561143213627360;1000;0;Y ;13.2.1994;NULL;862.80;328.79
1362980;4561143213629800;1000;0;Y ;19.9.1992;NULL;107.81;512.73
1363205;4561143213632050;3000;0;Y ;28.5.1994;NULL;2825.91;684.12
1363449;4561143213634490;1500;0;Y ;5.11.1994;NULL;991.87;636.53
1363470;4561143213634700;5000;0;Y ;7.6.1995;NULL;0.00;5000.00
1362837;4561143213628370;1100;0;Y ;26.6.1995;NULL;0.00;1100.00
1362593;4561143213625930;3000;0;Y ;30.5.1995;NULL;0.00;689.96
1363306;4561143213633060;1000;0;Y ;17.2.1995;NULL;0.00;137.40
1363327;4561143213633270;3000;0;Y ;2.4.1995;NULL;0.00;3000.00
1363102;4561143213631020;1000;0;Y ;30.11.1995;NULL;0.00;1000.00
1362715;4561143213627150;3000;0;Y ;11.11.1989;NULL;418.99;933.22
1362694;4561143213626940;1500;0;Y ;4.1.1992;NULL;1156.23;1360.30
1363184;4561143213631840;1000;0;Y ;6.10.1995;NULL;0.00;1000.00
1362959;4561143213629590;3900;0;N ;4.8.1989;6.12.1995;3094.22;20.00
1362572;4561143213625720;1000;0;Y ;30.8.1993;NULL;379.26;369.97
1362816;4561143213628160;3000;0;Y ;9.9.1991;NULL;1182.52;3000.00
1362633;4561143213626330;1000;0;Y ;23.1.1994;NULL;249.18;1000.00
1363142;4561143213631420;10200;0;Y ;7.3.1995;NULL;0.00;1953.78
1363081;4561143213630810;2100;0;N ;17.1.1989;8.7.1995;1692.71;84.59
1362530;4561143213625300;2000;0;Y ;17.8.1993;NULL;597.23;2000.00
1362877;4561143213628770;1000;7;Y ;16.3.1993;NULL;64.64;80.00
1362999;4561143213629990;4400;0;Y ;9.8.1993;NULL;1973.27;988.54
1362938;4561143213629380;3000;0;Y ;24.6.1994;NULL;1402.32;436.98
1363468;4561143213634680;5500;0;Y ;16.11.1995;NULL;0.00;5500.00
1362591;4561143213625910;4000;0;Y ;31.10.1994;NULL;853.50;1548.57
1363264;4561143213632640;1000;0;Y ;24.3.1994;NULL;51.69;1000.00
1363060;4561143213630600;2400;0;Y ;14.10.1993;NULL;1898.67;2192.95
1362509;4561143213625090;3000;0;N ;11.9.1993;3.6.1995;877.49;10.00
1362917;4561143213629170;6800;0;Y ;13.12.1995;NULL;0.00;6800.00
1362978;4561143213629780;5000;0;Y ;13.6.1994;NULL;2834.53;2103.69
1363182;4561143213631820;5100;0;Y ;25.4.1995;NULL;0.00;5100.00
1363447;4561143213634470;1000;0;Y ;6.10.1995;NULL;0.00;1000.00
1363243;4561143213632430;1000;0;Y ;26.6.1991;NULL;1025.87;110.03
1362835;4561143213628350;1000;0;Y ;23.5.1988;NULL;167.92;9.51
1362631;4561143213626310;5200;0;Y ;17.6.1991;NULL;759.86;575.00
1363426;4561143213634260;1900;0;Y ;3.11.1991;NULL;1808.40;917.28
1363365;4561143213633650;2100;0;Y ;29.8.1995;NULL;0.00;2100.00
1362549;4561143213625490;1000;0;Y ;31.7.1994;NULL;1018.04;1000.00
1362753;4561143213627530;3000;0;Y ;3.1.1993;NULL;2204.46;3000.00
1363018;4561143213630180;2300;0;Y ;26.2.1994;NULL;1409.42;2300.00
1363222;4561143213632220;1000;0;Y ;21.1.1992;NULL;107.40;1000.00
1362814;4561143213628140;1000;0;Y ;6.8.1995;NULL;0.00;1000.00
1362610;4561143213626100;1000;0;Y ;22.4.1987;NULL;720.85;545.57
1363283;4561143213632830;1100;0;Y ;18.4.1995;NULL;0.00;1100.00
1363344;4561143213633440;1000;0;Y ;22.6.1993;NULL;690.04;1000.00
1362875;4561143213628750;3000;0;Y ;24.2.1989;NULL;2810.91;3000.00
1362936;4561143213629360;1000;0;Y ;25.1.1995;NULL;0.00;244.47
1362671;4561143213626710;1100;0;Y ;13.10.1995;NULL;0.00;1100.00
1363201;4561143213632010;1000;0;Y ;22.11.1995;NULL;0.00;1000.00
1363140;4561143213631400;1000;0;Y ;17.8.1993;NULL;315.24;1000.00
1362793;4561143213627930;1500;0;Y ;16.10.1991;NULL;714.43;407.08
1362528;4561143213625280;3000;0;Y ;13.1.1986;NULL;575.35;540.09
1362650;4561143213626500;1000;0;Y ;28.11.1995;NULL;0.00;1000.00
1362997;4561143213629970;1000;6;Y ;17.10.1994;NULL;753.36;420.00
1363384;4561143213633840;8200;0;Y ;7.11.1994;NULL;6541.09;2231.29
1363323;4561143213633230;8700;0;Y ;9.12.1994;NULL;7159.74;1953.27
1363241;4561143213632410;1500;0;Y ;18.7.1992;NULL;287.85;1352.70
1362568;4561143213625680;3000;0;Y ;3.2.1995;NULL;0.00;0.00
1363403;4561143213634030;1900;0;Y ;8.11.1995;NULL;0.00;1900.00
1363037;4561143213630370;1000;0;Y ;12.11.1995;NULL;0.00;1000.00
1362526;4561143213625260;6600;0;Y ;11.9.1994;NULL;4400.06;1982.36
1363302;4561143213633020;2500;0;N ;9.2.1994;26.4.1995;1731.39;0.00
1362791;4561143213627910;3000;0;Y ;24.2.1994;NULL;3115.73;157.42
1362894;4561143213628940;3000;5;N ;6.3.1994;8.1.1995;1500.62;1840.00
1363056;4561143213630560;1000;0;Y ;24.1.1994;NULL;303.47;821.42
1362690;4561143213626900;1200;0;Y ;18.10.1994;NULL;86.09;1200.00
1363117;4561143213631170;1900;0;Y ;4.6.1992;NULL;1568.22;1112.80
1363159;4561143213631590;3000;0;N ;5.1.1994;21.7.1995;959.72;10.00
1363382;4561143213633820;1000;0;Y ;2.3.1995;NULL;0.00;1000.00
1362547;4561143213625470;4600;0;Y ;16.4.1995;NULL;0.00;952.52
1362974;4561143213629740;3000;0;Y ;2.4.1994;NULL;802.20;271.87
1363016;4561143213630160;6200;0;Y ;12.9.1991;NULL;1219.77;1223.77
1362770;4561143213627700;3800;0;N ;10.1.1993;12.11.1995;3645.16;20.00
1363485;4561143213634850;5000;8;Y ;5.7.1989;NULL;4161.24;1000.00
1362831;4561143213628310;5600;0;Y ;19.5.1993;NULL;4881.13;5600.00
1363342;4561143213633420;1600;0;Y ;20.10.1993;NULL;616.39;1600.00
1363096;4561143213630960;1000;0;Y ;20.12.1989;NULL;388.35;0.00
1363138;4561143213631380;1000;0;Y ;17.2.1993;NULL;92.13;914.08
1363361;4561143213633610;1300;0;Y ;17.6.1994;NULL;849.37;462.28
1362730;4561143213627300;3000;0;Y ;1.9.1995;NULL;0.00;3000.00
1362484;4561143213624840;3000;0;Y ;2.1.1993;NULL;1278.78;369.72
1363199;4561143213631990;3000;0;Y ;2.3.1994;NULL;2135.18;127.09
1363422;4561143213634220;2100;0;N ;24.10.1992;9.12.1995;1772.11;20.00
1362995;4561143213629950;2300;0;N ;7.3.1994;26.12.1995;1660.56;21.66
1363218;4561143213632180;1100;0;Y ;18.12.1989;NULL;632.92;1100.00
1362587;4561143213625870;1000;0;Y ;20.9.1989;NULL;879.47;859.44
1362810;4561143213628100;3000;0;Y ;25.12.1993;NULL;2485.28;332.95
1362852;4561143213628520;1700;0;Y ;28.10.1993;NULL;1623.28;1700.00
1363075;4561143213630750;3000;0;Y ;13.2.1989;NULL;43.95;397.19
1363321;4561143213633210;5000;0;Y ;9.1.1992;NULL;2076.51;1133.39
1362972;4561143213629720;3000;0;Y ;24.6.1994;NULL;1837.24;711.32
1362709;4561143213627090;1000;0;Y ;15.3.1993;NULL;266.34;496.15
1363441;4561143213634410;1000;0;Y ;5.8.1986;NULL;854.16;32.33
1362566;4561143213625660;6400;0;N ;8.2.1993;19.12.1995;4801.23;20.00
1363237;4561143213632370;14300;0;N ;24.1.1993;30.1.1995;8649.37;0.00
1363035;4561143213630350;1000;0;Y ;19.8.1995;NULL;0.00;0.00
1362829;4561143213628290;2500;0;Y ;1.3.1995;NULL;0.00;2033.41
1362749;4561143213627490;3000;0;Y ;8.3.1993;NULL;1391.01;3000.00
1362686;4561143213626860;3000;6;Y ;25.4.1995;NULL;0.00;99.90
1363483;4561143213634830;1000;0;Y ;9.4.1993;NULL;946.26;1000.00
1363420;4561143213634200;1100;0;Y ;11.9.1993;NULL;125.33;1011.20
1362606;4561143213626060;5500;0;Y ;5.5.1995;NULL;0.00;1232.96
1362808;4561143213628080;1600;0;Y ;23.12.1995;NULL;0.00;1600.00
1363197;4561143213631970;3000;0;Y ;10.10.1993;NULL;132.93;645.09
1363399;4561143213633990;1000;0;Y ;13.8.1994;NULL;428.31;0.00
1363462;4561143213634620;3000;0;Y ;22.10.1991;NULL;2822.43;3000.00
1362991;4561143213629910;3200;0;Y ;24.11.1988;NULL;643.20;1343.81
1363054;4561143213630540;1000;0;Y ;8.12.1994;NULL;875.70;917.30
1362644;4561143213626440;1000;0;Y ;6.7.1991;NULL;224.15;463.65
1362850;4561143213628500;1000;0;Y ;18.7.1991;NULL;245.09;37.88
1363113;4561143213631130;4500;0;Y ;4.9.1995;NULL;0.00;660.40
1362911;4561143213629110;2200;0;N ;21.5.1992;23.12.1995;1328.83;67.61
1362705;4561143213627050;1400;0;Y ;1.2.1995;NULL;0.00;413.11
1362625;4561143213626250;4500;0;Y ;3.1.1989;NULL;3191.36;735.29
1362501;4561143213625010;3300;0;Y ;3.11.1993;NULL;3232.19;47.20
1363216;4561143213632160;1000;0;Y ;15.7.1992;NULL;428.71;1000.00
1362562;4561143213625620;9500;0;Y ;4.11.1995;NULL;0.00;9500.00
1362930;4561143213629300;1000;0;Y ;28.7.1993;NULL;1013.46;0.00
1363296;4561143213632960;3000;0;Y ;28.6.1991;NULL;520.97;1001.67
1362726;4561143213627260;3000;0;Y ;28.11.1993;NULL;1836.21;918.66
1362949;4561143213629490;3000;0;Y ;3.8.1994;NULL;1982.74;3000.00
1363195;4561143213631950;1000;0;Y ;14.11.1995;NULL;0.00;1000.00
1362541;4561143213625410;3400;10;Y ;10.3.1995;NULL;0.00;2093.96
1363317;4561143213633170;1000;0;Y ;15.4.1989;NULL;1046.09;307.60
1363010;4561143213630100;1000;0;Y ;9.9.1992;NULL;29.12;648.51
1362909;4561143213629090;4900;0;Y ;14.10.1994;NULL;4000.22;54.09
1362806;4561143213628060;5900;0;Y ;27.11.1994;NULL;214.46;1541.64
1362766;4561143213627660;5100;0;N ;24.6.1990;5.12.1995;4999.67;20.00
1363275;4561143213632750;1000;0;Y ;22.12.1994;NULL;408.78;805.19
1362888;4561143213628880;14100;0;Y ;2.1.1994;NULL;11394.66;6454.87
1362663;4561143213626630;4400;0;Y ;4.11.1991;NULL;1828.87;4400.00
1362480;4561143213624800;2500;0;N ;23.12.1992;15.12.1995;1607.40;20.00
1362520;4561143213625200;2900;0;N ;5.12.1993;24.12.1995;1576.58;20.00
1362602;4561143213626020;4700;0;Y ;21.1.1993;NULL;4826.62;1661.44
1363458;4561143213634580;1100;0;Y ;27.1.1994;NULL;23.73;596.63
1363071;4561143213630710;1000;0;Y ;25.4.1995;NULL;0.00;298.42
1363254;4561143213632540;1000;0;Y ;25.3.1993;NULL;1039.87;31.04
1362928;4561143213629280;1000;0;Y ;2.8.1994;NULL;949.02;596.11
1362703;4561143213627030;1300;0;Y ;11.8.1991;NULL;1237.86;947.81
1363193;4561143213631930;1500;0;Y ;10.12.1993;NULL;1537.46;1442.00
1362825;4561143213628250;1000;0;Y ;29.8.1992;NULL;968.22;1000.00
1362642;4561143213626420;1000;0;Y ;11.5.1993;NULL;771.16;1000.00
1363294;4561143213632940;4400;0;Y ;26.12.1995;NULL;0.00;3157.90
1362499;4561143213624990;1900;0;Y ;15.3.1990;NULL;1046.30;1900.00
1363008;4561143213630080;5300;0;N ;25.8.1988;30.9.1995;1900.34;10.00
1362621;4561143213626210;1000;0;Y ;21.11.1995;NULL;0.00;1000.00
1363130;4561143213631300;1000;0;Y ;28.4.1994;NULL;1031.20;80.56
1363355;4561143213633550;3000;0;Y ;11.12.1994;NULL;2643.94;291.58
1362722;4561143213627220;2200;0;Y ;19.1.1995;NULL;0.00;1469.22
1362947;4561143213629470;1000;0;Y ;27.10.1995;NULL;0.00;1000.00
1362579;4561143213625790;3000;8;N ;19.1.1992;25.6.1995;2529.61;1050.00
1362743;4561143213627430;3000;0;Y ;9.10.1995;NULL;0.00;3000.00
1362844;4561143213628440;3000;0;Y ;8.4.1993;NULL;420.49;584.13
1363212;4561143213632120;3000;0;Y ;6.4.1990;NULL;1885.71;3000.00
1363313;4561143213633130;1000;0;Y ;2.12.1993;NULL;875.86;11.12
1362804;4561143213628040;10200;0;Y ;9.11.1987;NULL;8951.90;682.34
1362701;4561143213627010;5800;0;Y ;8.11.1995;NULL;0.00;0.00
