acct_nbr;cust_id;acct_type;account_active;acct_start_date;acct_end_date;starting_balance;ending_balance
13631403;1363140;SV  ;Y ;5.1.1995;NULL;106.46;896.45
13626852;1362685;CK  ;Y ;13.10.1993;NULL;450.20;516.78
13626872;1362687;CK  ;Y ;2.9.1989;NULL;139.66;194.38
4561143213627200;1362720;CC  ;Y ;7.8.1995;NULL;0.00;1000.00
13632163;1363216;SV  ;Y ;13.8.1995;NULL;136.52;105.54
4561143213629450;1362945;CC  ;Y ;24.5.1992;NULL;288.79;505.56
4561143213629470;1362947;CC  ;Y ;27.10.1995;NULL;0.00;1000.00
13631712;1363171;CK  ;Y ;17.6.1993;NULL;5022.25;17.68
13633462;1363346;CK  ;Y ;4.9.1994;NULL;4428.89;1290.34
13632413;1363241;SV  ;Y ;27.12.1989;NULL;273.49;1649.80
4561143213631170;1363117;CC  ;Y ;4.6.1992;NULL;1568.22;1112.80
4561143213633160;1363316;CC  ;Y ;11.8.1993;NULL;770.33;1000.00
13634562;1363456;CK  ;Y ;11.3.1995;NULL;113.11;1051.46
4561143213631850;1363185;CC  ;Y ;18.9.1995;NULL;0.00;1000.00
4561143213634470;1363447;CC  ;Y ;6.10.1995;NULL;0.00;1000.00
4561143213627080;1362708;CC  ;Y ;8.1.1992;NULL;275.64;1000.00
4561143213625780;1362578;CC  ;Y ;11.7.1993;NULL;136.14;731.20
13633333;1363333;SV  ;Y ;28.7.1993;NULL;685.35;1896.20
13630293;1363029;SV  ;Y ;16.11.1989;NULL;244.25;304.93
13628052;1362805;CK  ;Y ;3.1.1987;NULL;259.18;14.76
4561143213624850;1362485;CC  ;Y ;13.4.1992;NULL;282.38;1100.00
4561143213628300;1362830;CC  ;Y ;14.2.1994;NULL;640.41;88.21
4561143213631870;1363187;CC  ;Y ;28.5.1988;NULL;1498.51;2300.00
4561143213632220;1363222;CC  ;Y ;21.1.1992;NULL;107.40;1000.00
13629043;1362904;SV  ;Y ;16.6.1992;NULL;198.90;201.90
13632133;1363213;SV  ;Y ;29.3.1995;NULL;285.40;289.72
13632652;1363265;CK  ;Y ;15.12.1995;NULL;3270.92;805.19
13632723;1363272;SV  ;Y ;10.7.1995;NULL;165.83;711.81
13631792;1363179;CK  ;Y ;16.6.1994;NULL;2608.77;36.70
13628682;1362868;CK  ;Y ;15.2.1993;NULL;265.43;609.04
4561143213625620;1362562;CC  ;Y ;4.11.1995;NULL;0.00;9500.00
13633372;1363337;CK  ;Y ;5.3.1995;NULL;8494.05;1180.64
13632543;1363254;SV  ;N ;4.12.1993;28.8.1995;2001.91;2019.49
13634532;1363453;CK  ;Y ;30.3.1993;NULL;216.97;0.00
13625932;1362593;CK  ;Y ;22.8.1995;NULL;4116.15;168.63
13632523;1363252;SV  ;Y ;3.2.1995;NULL;179.27;181.99
13633182;1363318;CK  ;Y ;3.3.1995;NULL;102.33;89.49
4561143213633540;1363354;CC  ;Y ;18.1.1991;NULL;2718.93;3000.00
13627362;1362736;CK  ;Y ;24.6.1993;NULL;2783.01;2014.49
13633383;1363338;SV  ;Y ;22.6.1993;NULL;293.58;675.18
13627913;1362791;SV  ;Y ;24.2.1994;NULL;158.15;492.11
4561143213634590;1363459;CC  ;Y ;14.10.1995;NULL;0.00;3000.00
4561143213630570;1363057;CC  ;Y ;8.1.1992;NULL;1010.39;938.43
13628573;1362857;SV  ;Y ;20.1.1991;NULL;659.39;196.62
4561143213625910;1362591;CC  ;Y ;31.10.1994;NULL;853.50;1548.57
13632833;1363283;SV  ;Y ;18.4.1995;NULL;166.05;2.74
13625982;1362598;CK  ;N ;12.5.1992;13.3.1995;6819.83;13.54
13630382;1363038;CK  ;Y ;29.7.1995;NULL;517.85;459.03
4561143213631470;1363147;CC  ;Y ;6.11.1991;NULL;145.67;202.99
4561143213630750;1363075;CC  ;Y ;13.2.1989;NULL;43.95;397.19
13629642;1362964;CK  ;Y ;9.10.1991;NULL;2173.35;621.41
13626452;1362645;CK  ;Y ;18.6.1994;NULL;546.72;1195.54
13629023;1362902;SV  ;Y ;11.11.1990;NULL;184.90;1554.71
4561143213629710;1362971;CC  ;Y ;9.3.1995;NULL;0.00;1600.00
13627963;1362796;SV  ;Y ;15.1.1989;NULL;680.95;1087.47
13625713;1362571;SV  ;Y ;23.2.1991;NULL;2053.57;1741.09
13628112;1362811;CK  ;Y ;14.2.1995;NULL;2599.70;278.54
13630063;1363006;SV  ;Y ;20.11.1994;NULL;242.01;245.66
13627293;1362729;SV  ;Y ;21.4.1993;NULL;120.41;122.21
4561143213627000;1362700;CC  ;Y ;14.2.1990;NULL;369.78;107.40
13629732;1362973;CK  ;Y ;1.2.1995;NULL;2803.50;898.28
13632172;1363217;CK  ;N ;13.9.1994;29.12.1995;2658.69;110.53
13630123;1363012;SV  ;Y ;8.5.1995;NULL;474.60;481.77
13629782;1362978;CK  ;Y ;13.6.1994;NULL;7035.43;278.86
4561143213625290;1362529;CC  ;N ;2.2.1992;31.12.1995;1481.64;433.43
13630972;1363097;CK  ;Y ;7.11.1994;NULL;220.02;26.6
13634653;1363465;SV  ;Y ;27.4.1994;NULL;573.48;590.92
4561143213625260;1362526;CC  ;Y ;11.9.1994;NULL;4400.06;1982.36
4561143213633740;1363374;CC  ;Y ;2.11.1995;NULL;0.00;0.00
4561143213626870;1362687;CC  ;Y ;30.4.1995;NULL;0.00;481.97
4561143213632040;1363204;CC  ;Y ;12.8.1995;NULL;0.00;1200.00
4561143213627770;1362777;CC  ;Y ;9.4.1995;NULL;0.00;1868.87
13628773;1362877;SV  ;Y ;16.3.1993;NULL;311.74;629.45
13626322;1362632;CK  ;Y ;5.12.1993;NULL;6813.85;39.58
13630933;1363093;SV  ;N ;30.5.1986;10.10.1995;273.80;86.31
13629622;1362962;CK  ;Y ;14.12.1992;NULL;306.17;309.49
4561143213629590;1362959;CC  ;N ;4.8.1989;6.12.1995;3094.22;20.00
13628363;1362836;SV  ;N ;29.8.1991;10.10.1995;237.76;1009.19
13628812;1362881;CK  ;N ;17.4.1992;6.10.1995;351.11;0.00
13625032;1362503;CK  ;Y ;1.9.1994;NULL;2176.17;535.61
4561143213628950;1362895;CC  ;Y ;3.10.1995;NULL;0.00;1300.00
13629992;1362999;CK  ;Y ;2.6.1993;NULL;4089.60;3.96
13628162;1362816;CK  ;Y ;1.10.1995;NULL;4173.06;19.72
13633613;1363361;SV  ;N ;7.9.1992;4.6.1995;195.18;172.80
13627213;1362721;SV  ;Y ;25.3.1994;NULL;167.33;48.22
13633273;1363327;SV  ;Y ;2.4.1995;NULL;278.05;401.43
13625422;1362542;CK  ;Y ;25.6.1994;NULL;2865.66;0.00
13629702;1362970;CK  ;Y ;10.1.1995;NULL;411.71;555.82
13626403;1362640;SV  ;Y ;8.6.1994;NULL;573.39;1698.93
13632373;1363237;SV  ;Y ;9.8.1995;NULL;745.49;756.74
4561143213634710;1363471;CC  ;Y ;10.7.1995;NULL;0.00;3229.66
13632433;1363243;SV  ;N ;21.5.1991;6.8.1995;310.62;760.10
13628393;1362839;SV  ;Y ;1.6.1992;NULL;4386.32;3420.03
4561143213632650;1363265;CC  ;Y ;20.5.1995;NULL;0.00;133.12
4561143213630360;1363036;CC  ;Y ;6.4.1995;NULL;0.00;1200.00
13629502;1362950;CK  ;Y ;16.2.1995;NULL;163.97;163.22
13631673;1363167;SV  ;Y ;17.4.1987;NULL;1256.54;1296.40
13630903;1363090;SV  ;Y ;20.10.1995;NULL;156.33;158.73
4561143213632670;1363267;CC  ;Y ;27.1.1995;NULL;0.00;1271.39
13627933;1362793;SV  ;Y ;11.10.1994;NULL;966.32;404.56
4561143213625840;1362584;CC  ;Y ;13.9.1995;NULL;0.00;1000.00
13633663;1363366;SV  ;Y ;23.11.1995;NULL;465.29;7471.81
13625282;1362528;CK  ;Y ;13.1.1986;NULL;2533.32;1087.54
13629912;1362991;CK  ;Y ;1.6.1993;NULL;177.38;77.44
4561143213626170;1362617;CC  ;Y ;13.8.1995;NULL;0.00;306.84
13627823;1362782;SV  ;Y ;6.2.1994;NULL;150.85;268.13
13625902;1362590;CK  ;Y ;8.4.1993;NULL;2782.79;1053.25
4561143213625930;1362593;CC  ;Y ;30.5.1995;NULL;0.00;689.96
13633482;1363348;CK  ;N ;6.4.1991;6.9.1995;4663.36;1244.93
4561143213627360;1362736;CC  ;Y ;13.2.1994;NULL;862.80;328.79
13634582;1363458;CK  ;Y ;14.6.1992;NULL;285.41;2.5
13631782;1363178;CK  ;Y ;31.1.1993;NULL;383.35;48.73
13632883;1363288;SV  ;Y ;23.5.1994;NULL;1049.82;244.85
13629292;1362929;CK  ;Y ;8.1.1987;NULL;1017.61;20.65
13625563;1362556;SV  ;Y ;21.1.1989;NULL;519.43;439.42
13631582;1363158;CK  ;Y ;4.3.1994;NULL;2659.16;1080.81
13628492;1362849;CK  ;Y ;13.10.1991;NULL;173.86;3.98
13626223;1362622;SV  ;Y ;8.4.1989;NULL;9223.34;13404.16
13626243;1362624;SV  ;Y ;18.6.1993;NULL;364.47;1028.01
4561143213625980;1362598;CC  ;N ;24.6.1994;3.12.1995;1801.88;20.00
4561143213628250;1362825;CC  ;Y ;29.8.1992;NULL;968.22;1000.00
13624873;1362487;SV  ;N ;27.6.1994;25.8.1995;651.73;12.89
13628753;1362875;SV  ;Y ;7.7.1993;NULL;128.91;449.66
4561143213629640;1362964;CC  ;Y ;19.3.1995;NULL;0.00;1000.00
13633352;1363335;CK  ;Y ;11.7.1995;NULL;167.53;65.64
13629212;1362921;CK  ;Y ;15.6.1992;NULL;266.04;0.00
13634622;1363462;CK  ;Y ;22.10.1991;NULL;2504.19;2421.03
4561143213628110;1362811;CC  ;Y ;3.4.1994;NULL;109.23;1000.00
13628553;1362855;SV  ;Y ;21.3.1995;NULL;167.71;161.04
4561143213629730;1362973;CC  ;Y ;1.2.1995;NULL;0.00;734.81
13627093;1362709;SV  ;Y ;8.9.1995;NULL;134.28;917.33
13633922;1363392;CK  ;Y ;21.12.1993;NULL;2723.71;87.69
4561143213633130;1363313;CC  ;Y ;2.12.1993;NULL;875.86;11.12
13625733;1362573;SV  ;Y ;17.6.1990;NULL;10712.86;10399.11
13631642;1363164;CK  ;Y ;17.4.1988;NULL;315.15;312.13
13627302;1362730;CK  ;N ;15.12.1993;8.11.1995;224.60;19.1
4561143213625090;1362509;CC  ;N ;11.9.1993;3.6.1995;877.49;10.00
13633073;1363307;SV  ;N ;30.12.1994;9.7.1995;304.25;265.35
13631732;1363173;CK  ;Y ;7.8.1995;NULL;139.57;138.38
4561143213628810;1362881;CC  ;Y ;31.8.1991;NULL;490.96;440.26
4561143213633520;1363352;CC  ;Y ;14.3.1994;NULL;700.99;906.54
13631992;1363199;CK  ;N ;2.3.1994;29.11.1995;2548.35;1248.05
13625202;1362520;CK  ;Y ;6.2.1995;NULL;579.16;333.11
13629853;1362985;SV  ;Y ;22.1.1995;NULL;790.76;1967.70
13632152;1363215;CK  ;Y ;21.8.1988;NULL;7673.23;4645.09
13627612;1362761;CK  ;Y ;3.1.1993;NULL;2548.88;8.21
13631653;1363165;SV  ;Y ;26.10.1990;NULL;273.67;57.08
13629262;1362926;CK  ;Y ;11.7.1994;NULL;4216.03;3.39
13632103;1363210;SV  ;Y ;4.8.1995;NULL;112.25;52.26
4561143213628160;1362816;CC  ;Y ;9.9.1991;NULL;1182.52;3000.00
4561143213633830;1363383;CC  ;Y ;7.7.1992;NULL;1069.93;0.00
13630083;1363008;SV  ;Y ;29.12.1992;NULL;9066.08;9341.84
13634702;1363470;CK  ;Y ;11.6.1989;NULL;4068.99;1790.37
13627423;1362742;SV  ;Y ;19.9.1992;NULL;123.32;844.14
13633953;1363395;SV  ;Y ;26.1.1987;NULL;134.14;136.18
13631702;1363170;CK  ;Y ;13.1.1993;NULL;2737.15;329.36
4561143213625120;1362512;CC  ;Y ;25.1.1993;NULL;565.56;1880.46
13627272;1362727;CK  ;Y ;21.4.1994;NULL;946.93;392.05
13630952;1363095;CK  ;Y ;20.10.1995;NULL;1242.77;187.99
4561143213625420;1362542;CC  ;N ;31.3.1989;25.12.1995;2169.53;20.00
13627013;1362701;SV  ;Y ;3.6.1995;NULL;204.92;1805.16
13624842;1362484;CK  ;Y ;2.1.1993;NULL;2613.46;95.32
4561143213631590;1363159;CC  ;N ;5.1.1994;21.7.1995;959.72;10.00
13631912;1363191;CK  ;N ;17.11.1993;12.11.1995;294.95;343.52
13634502;1363450;CK  ;Y ;3.7.1995;NULL;223.78;210.73
4561143213625280;1362528;CC  ;Y ;13.1.1986;NULL;575.35;540.09
13627443;1362744;SV  ;Y ;2.8.1987;NULL;127.54;1797.22
13625572;1362557;CK  ;Y ;8.9.1995;NULL;2145.27;147.06
4561143213625010;1362501;CC  ;Y ;3.11.1993;NULL;3232.19;47.20
4561143213633480;1363348;CC  ;Y ;18.2.1991;NULL;232.29;1800.00
13630662;1363066;CK  ;N ;27.2.1994;13.3.1995;319.01;19.83
4561143213632870;1363287;CC  ;Y ;28.9.1992;NULL;719.04;991.56
13632803;1363280;SV  ;Y ;25.6.1993;NULL;123.96;1706.87
4561143213634580;1363458;CC  ;Y ;27.1.1994;NULL;23.73;596.63
4561143213626850;1362685;CC  ;Y ;12.5.1995;NULL;0.00;1208.10
13631962;1363196;CK  ;Y ;24.6.1993;NULL;456.54;521.66
4561143213627750;1362775;CC  ;Y ;24.5.1992;NULL;466.06;629.25
13628372;1362837;CK  ;Y ;24.9.1995;NULL;2798.78;530.92
13625082;1362508;CK  ;Y ;1.10.1989;NULL;2646.20;75.11
13628432;1362843;CK  ;Y ;17.4.1994;NULL;3748.74;3907.34
4561143213631710;1363171;CC  ;Y ;23.8.1987;NULL;1396.70;1800.00
13626642;1362664;CK  ;Y ;4.10.1991;NULL;4140.94;2683.65
13632472;1363247;CK  ;Y ;16.1.1992;NULL;236.39;458.81
13626023;1362602;SV  ;Y ;29.1.1995;NULL;1269.70;2735.30
4561143213625060;1362506;CC  ;Y ;13.6.1995;NULL;0.00;4216.53
13628102;1362810;CK  ;Y ;25.12.1993;NULL;2730.32;344.33
13633242;1363324;CK  ;Y ;25.8.1994;NULL;4010.41;2325.37
4561143213628490;1362849;CC  ;Y ;24.5.1994;NULL;1057.28;515.69
13634292;1363429;CK  ;Y ;30.9.1994;NULL;295.27;299.71
13631292;1363129;CK  ;Y ;11.8.1995;NULL;2654.13;88.34
13632342;1363234;CK  ;Y ;21.12.1989;NULL;369.40;31.19
13628383;1362838;SV  ;Y ;18.12.1994;NULL;279.57;1013.94
13628522;1362852;CK  ;N ;3.6.1994;16.5.1995;3616.64;59.50
13629122;1362912;CK  ;Y ;13.3.1994;NULL;174.15;12.70
13626043;1362604;SV  ;Y ;26.6.1995;NULL;232.26;233.76
4561143213633350;1363335;CC  ;Y ;12.7.1994;NULL;134.18;806.94
4561143213628050;1362805;CC  ;Y ;3.1.1987;NULL;282.88;300.00
13626653;1362665;SV  ;Y ;5.10.1992;NULL;2237.75;2144.37
13634142;1363414;CK  ;Y ;8.4.1993;NULL;3292.84;2438.22
4561143213634620;1363462;CC  ;Y ;22.10.1991;NULL;2822.43;3000.00
13634212;1363421;CK  ;Y ;19.9.1988;NULL;2624.85;918.69
13627033;1362703;SV  ;Y ;10.4.1992;NULL;7144.42;7144.39
4561143213628680;1362868;CC  ;Y ;23.9.1994;NULL;691.83;1000.00
13633113;1363311;SV  ;Y ;7.3.1995;NULL;636.72;299.67
13632943;1363294;SV  ;Y ;6.6.1994;NULL;741.25;763.80
13634932;1363493;CK  ;Y ;20.5.1994;NULL;6123.84;2053.90
13634842;1363484;CK  ;Y ;24.3.1995;NULL;2600.97;233.06
4561143213631640;1363164;CC  ;Y ;5.11.1988;NULL;476.61;1200.00
13625002;1362500;CK  ;Y ;4.12.1995;NULL;882.15;1470.14
4561143213633940;1363394;CC  ;Y ;9.6.1995;NULL;0.00;1000.00
4561143213630380;1363038;CC  ;Y ;6.8.1995;NULL;0.00;1800.00
13630112;1363011;CK  ;Y ;4.2.1990;NULL;12730.29;1615.18
13634853;1363485;SV  ;Y ;13.11.1995;NULL;155.40;157.76
13627203;1362720;SV  ;Y ;18.10.1993;NULL;653.94;1497.85
13628882;1362888;CK  ;Y ;4.1.1995;NULL;3443.99;4139.88
4561143213631730;1363173;CC  ;Y ;9.7.1994;NULL;345.94;1400.00
13634262;1363426;CK  ;Y ;5.12.1995;NULL;4898.05;3567.46
13629453;1362945;SV  ;N ;16.9.1991;4.7.1995;568.54;1804.89
4561143213626450;1362645;CC  ;N ;29.9.1994;10.9.1995;2071.70;20.00
4561143213625200;1362520;CC  ;N ;5.12.1993;24.12.1995;1576.58;20.00
13625772;1362577;CK  ;Y ;26.4.1995;NULL;964.33;347.65
4561143213632150;1363215;CC  ;Y ;9.3.1994;NULL;9073.46;2089.45
13631173;1363117;SV  ;Y ;25.12.1989;NULL;292.92;297.36
4561143213626710;1362671;CC  ;Y ;13.10.1995;NULL;0.00;1100.00
4561143213632170;1363217;CC  ;Y ;26.10.1994;NULL;571.04;944.16
4561143213634700;1363470;CC  ;Y ;7.6.1995;NULL;0.00;5000.00
4561143213629780;1362978;CC  ;Y ;13.6.1994;NULL;2834.53;2103.69
13631842;1363184;CK  ;Y ;1.10.1995;NULL;323.70;74.87
13634473;1363447;SV  ;Y ;15.6.1995;NULL;185.85;671.09
13632512;1363251;CK  ;Y ;24.7.1991;NULL;2511.83;456.92
13625783;1362578;SV  ;Y ;11.7.1993;NULL;253.59;862.43
13630812;1363081;CK  ;Y ;5.3.1995;NULL;344.74;423.81
13627662;1362766;CK  ;Y ;14.9.1995;NULL;11266.70;4359.83
13633163;1363316;SV  ;Y ;14.4.1995;NULL;318.04;629.06
4561143213630970;1363097;CC  ;Y ;3.4.1991;NULL;872.15;1100.00
13627083;1362708;SV  ;Y ;13.5.1991;NULL;5006.85;3821.12
13631873;1363187;SV  ;Y ;21.5.1992;NULL;330.70;335.70
13626582;1362658;CK  ;Y ;21.2.1991;NULL;6151.91;3517.12
13634343;1363434;SV  ;N ;27.6.1991;2.1.1995;328.82;2728.02
13629982;1362998;CK  ;Y ;13.2.1993;NULL;298.78;4.38
13633042;1363304;CK  ;Y ;30.11.1994;NULL;269.41;50.91
4561143213625080;1362508;CC  ;Y ;1.10.1989;NULL;811.96;1072.17
4561143213629620;1362962;CC  ;Y ;27.11.1993;NULL;44.95;609.74
13628303;1362830;SV  ;Y ;14.1.1992;NULL;237.88;35.68
13625623;1362562;SV  ;Y ;23.6.1995;NULL;391.96;3864.77
4561143213632470;1363247;CC  ;Y ;14.8.1991;NULL;105.30;3000.00
13633893;1363389;SV  ;Y ;25.5.1992;NULL;719.95;177.40
13629323;1362932;SV  ;Y ;1.3.1994;NULL;744.52;523.84
13626532;1362653;CK  ;Y ;19.12.1992;NULL;580.96;1023.15
13633022;1363302;CK  ;Y ;14.4.1993;NULL;5499.36;4023.58
13629932;1362993;CK  ;Y ;26.5.1995;NULL;2744.10;3227.45
13626622;1362662;CK  ;Y ;2.12.1991;NULL;2651.09;139.01
13625312;1362531;CK  ;Y ;5.4.1994;NULL;5717.74;2290.23
4561143213634290;1363429;CC  ;N ;1.6.1990;3.1.1995;2943.97;1739.74
4561143213629990;1362999;CC  ;Y ;9.8.1993;NULL;1973.27;988.54
13628273;1362827;SV  ;Y ;3.2.1993;NULL;560.98;306.35
13627252;1362725;CK  ;Y ;2.9.1994;NULL;3853.98;47.34
4561143213632340;1363234;CC  ;Y ;20.11.1995;NULL;0.00;3000.00
13634442;1363444;CK  ;Y ;23.1.1994;NULL;165.34;68.22
4561143213628520;1362852;CC  ;Y ;28.10.1993;NULL;1623.28;1700.00
13632712;1363271;CK  ;Y ;25.4.1994;NULL;2725.91;876.19
13624982;1362498;CK  ;Y ;12.2.1995;NULL;233.77;172.66
13625703;1362570;SV  ;Y ;31.10.1995;NULL;171.55;174.16
13633652;1363365;CK  ;Y ;24.3.1993;NULL;5578.71;901.25
13634453;1363445;SV  ;Y ;24.6.1987;NULL;742.28;552.01
13631092;1363109;CK  ;Y ;11.10.1993;NULL;2278.58;41.35
4561143213629500;1362950;CC  ;Y ;10.6.1995;NULL;0.00;162.95
13633543;1363354;SV  ;Y ;28.7.1995;NULL;148.91;1116.71
13625552;1362555;CK  ;N ;28.4.1991;5.10.1995;474.47;806.73
13627632;1362763;CK  ;Y ;23.6.1995;NULL;300.20;2.72
13625503;1362550;SV  ;Y ;27.3.1995;NULL;638.67;487.77
13630542;1363054;CK  ;Y ;7.4.1992;NULL;2738.75;50.67
13630573;1363057;SV  ;Y ;16.8.1992;NULL;2311.66;1385.03
4561143213634140;1363414;CC  ;Y ;29.8.1992;NULL;268.21;202.13
4561143213629910;1362991;CC  ;Y ;24.11.1988;NULL;643.20;1343.81
13631122;1363112;CK  ;Y ;8.7.1994;NULL;2759.11;1085.16
